0.0.13,new,OLEドラッグ＆ドロップを実装。アドレスバーのアイコンをドラッグできるようになった。
0.0.13,new,リンクバーにおいて、中間階層のフォルダをスペースキーで開けるようになった。
0.0.13,new,フォルダ階層移動時にナビゲーションサウンドを鳴らすようにした。
0.0.13,refine,コントロール＋タブキーでタブ間を移動する際の動作を変更した。
0.0.13,refine,タブ上でのマウスホイールを、コントロール＋タブキーと同じ動作にした。
0.0.13,refine,タブのダブルクリックをナビゲートロックのON/OFFに割り当てた。
0.0.13,bugfix,存在しないフォルダを開こうした際に、空のフォルダウィンドウが表示されるバグを駆除したかも。
0.0.13,bugfix,無駄なレイアウト更新を多少減らした。
0.0.12,new,マニュアルを書き始めた。
0.0.12,new,ナビゲートロック機能を追加した。
0.0.12,new,タブのコンテキストメニューとドラッグを実装した。
0.0.12,refine,終了時の問い合わせをやめた（自動保存が実装されたため）
0.0.12,bugfix,状況によっては、フォルダウィンドウを閉じたときに不正な処理が行われる可能性があったバグを駆除。
0.0.12,bugfix,いったん不正なフォルダ（削除済みなど）にアクセスすると表示が崩れるバグを駆除したかも。
0.0.11,new,作業状態（現在開いているフォルダ）が保存できるようになった。また、起動＆終了時に自動保存するようにした。
0.0.11,new,コマンドラインオプション -command:<I>command-name</I> を追加。avecli.exe を使って外部からの制御が可能。
0.0.11,refine,ツールバーにツールチップが付いた。
0.0.11,refine,"ツールバーのイメージリストを変更した。（参考：<a href=""http://www.microsoft.com/japan/msdn/windows/windowsxp/winxpicons.asp""/>）"
0.0.11,new,タブクリックの動作を変更。{左|右}を押しながら{右|左}クリック（実質的には左右同時クリック）は、コントロール＋左クリックと同じ。
0.0.11,refine,設定ファイルの文字列は、基本的に大文字小文字を区別しないようにした。（キー名、コマンド名など）
0.0.11,refine,リンクメニューを高速化したかも。
0.0.11,bugfix,ReBarを固定状態で立ち上げ、その後固定を解除した場合に一番目のバーのグリップが表示されないバグを駆除。
0.0.10,refine,"アドレスバーの改善。（テキスト編集、アイコンの右クリック、コマンド:""Focus.Address""）"
0.0.10,refine,ReBarの改善。（設定の保存、位置の固定）
0.0.10,bugfix,コンテキストメニューのアクセラレータが正常に処理されなかったバグを駆除。
0.0.10,bugfix,ZIPファイルをフォルダとして閲覧できないバグを駆除。
0.0.10,bugfix,システムが「隠しファイルを表示」で設定されていると、隠す設定にしても隠れないバグを駆除。
0.0.9,new,ステータスバーに状態を表示するようにした。
0.0.9,new,シェルのデフォルトキーバインドをすべてトラップするようにした。
0.0.8,bugfix,ツールバーを表示しない＋最大化で起動した際に表示が崩れるバグを駆除。
0.0.8,refine,Enterでフォルダを変更した際、一番初めのファイルを選択するようにした。
0.0.7,new,フォルダの表示状態が保存されるようになった。
0.0.7,new,フォルダをドロップして開けるようになった。
0.0.7,new,コマンドライン引数を処理できるようになった。起動時にパスを与えると、マイドキュメントの代わりにそれを開く。
0.0.6,new,エクスプローラとクリップボード系のコマンドをいくつか追加。
0.0.5,new,メニュー、ツール、リンクの各バーをアクティブ化するコマンドを追加した。
0.0.5,new,バーの表示状態とウィンドウ位置、最大化状態のみ保存するようになった。
0.0.5,refine,ツールバーにセパレータが使えるようになった。
0.0.5,refine,リンクメニューの表示を多少高速化。
0.0.4,new,メニュー、ツールバー、キーアクセラレータのカスタマイズができるようになった。
0.0.4,new,メニューからのコマンドが実行できるようになった。
0.0.4,refine,アドレスバーに入力されたパスの解釈が柔軟になった。（スラッシュの使用など）
0.0.4,refine,[戻る、進む、上へ、リンクバー]＋[コントロール、シフトキー] が正常に動作するようになった。
0.0.4,bugfix,Adobe Acrobat 5/6 インストール環境下でのpdfの起動に対処。
