0.2.6.0,bugfix,アイコン設定「未登録ドキュメント」「デフォルトEXE」「FDD」に対応したつもり。
0.2.6.0,bugfix,デスクトップ（仮想）に新規ドキュメントが作成できないバグを駆除。
0.2.6.0,bugfix,再起動コマンドによりアイコンの変更が反映されるようにしたつもり。
0.2.6.0,bugfix,デフォルトのpythonスクリプトを修正。
0.2.5.5,refine,画像プレビューのキャプションに、現在の表示の拡大率を付け足した。
0.2.5.5,bugfix,エクスプローラ用のアイコン設定が反映の際に、適切なサイズのものを使うようになった。
0.2.5.5,bugfix,たまに勝手にデスクトップに移動するバグを駆除。
0.2.5.4,new,"キー入力エミュレーションコマンド Current.Key.* を追加。Up, Down, Left, Right, PageUp, PageDown, Space, Enter"
0.2.5.4,refine,エクスプローラ用のアイコン設定が反映されるようになった。
0.2.5.4,internal,Python 2.4.1 での動作を確認。（特に問題なし）
0.2.5.3,refine,起動時に開くフォルダが無い場合でも、ホームを開かないようにした。
0.2.5.3,bugfix,フォーカスの切り替えがうまくいかないことがある不具合を修正したつもり。
0.2.5.2,bugfix,アルファ付き32ビットアイコンに対応したつもり。
0.2.5.2,bugfix,メインウィンドウを最小化しても、プレビューウィンドウが隠れない不具合を修正。
0.2.5.2,bugfix,フォルダを移動／開く場合の修飾キーの不具合を修正。
0.2.5.2,bugfix,タブ部分での左右同時クリックなど時のタブが勝手に追加される不具合を修正。
0.2.5.1,new,「ついでにコピー機能」を追加(AutoCopy.*)。ファイルをクリップボードへコピーする際、パスなどをテキストとして追加する。
0.2.5.1,new,ファイルダイアログを同期させる(Current.SyncFileDialog)を追加。他のアプリケーションのダイアログが指すパスを変更する。
0.2.5.1,bugfix,パスなどをコピーする際、一番最後には改行をつけないようにした。
0.2.5.1,bugfix,起動したままWindowsをシャットダウンすると設定が保存されないバグを修正したつもり。
0.2.5.0,new,システムの再起動(System.Restart)を追加。
0.2.5.0,new,ホットアップデート機能を追加。“avesta.dll”を実行すると、DLLを置き換える。
0.2.5.0,new,"pygmy.dll にExecute(path, args)を追加。"
0.2.5.0,refine,callback.py#NavigateVerb()にて、ダブルクリックと右クリックメニューの「移動」を区別できるようになった。
0.2.5.0,bugfix,callback.py#NavigateVerb()がCANCELを返した場合の不具合を修正。
0.2.5.0,bugfix,タブ切り替え時のちらつきを低減。
0.2.4.16,new,アイテム上での中クリックした際、そのアイテム以外は開かない設定ができるようになった(MiddleClick.SingleExecute)。
0.2.4.16,refine,"プレビューの改良。（右クリックメニュー, ショートカットへの対応）"
0.2.4.16,bugfix,一覧表示の際のアイテムのクリック判定が間違っていたバグを修正。
0.2.4.15,new,邪魔しないファイル進捗表示を追加(Option.QuietProgress)。動作についてはご意見募集。
0.2.4.15,new,タブ区別機能の有効無効設定を追加(Option.DistinguishTab)。
0.2.4.15,bugfix,executeコマンドのパス解決方法の不具合を修正。ついでにAvesta自身を呼び出す場合の動作を最適化。
0.2.4.15,bugfix,設定ファイルをリロードした際、ツールバーのツールチップが更新されないバグを修正。
0.2.4.15,bugfix,「パスを指定して開く」ダイアログでの不具合を幾つか修正。
0.2.4.14,new,ワイルドカードを指定して、表示をフィルタリングできるようになった。コマンド：Current.PatternMask
0.2.4.14,refine,複数選択時のプレビューの挙動を改善。（ドラッグ選択時の挙動に改善の余地あり）
0.2.4.14,bugfix,各種外部アプリケーションを実行する際、パスがスペースを含まない場合はクォートで囲まないようにした。一部アプリケーションとの相性問題を回避するため。
0.2.4.13,refine,リンクバーにショートカットを登録した場合の動作を改善。
0.2.4.13,refine,異なるパスにEXEを配置した場合のみ、複数起動できるようにした。ただし、グローバルキーマップの動作に制限がある。
0.2.4.13,bugfix,システムプロパティを変更後、フォントサイズがおかしくなるバグを修正したつもり。
0.2.4.13,bugfix,画面からはみ出した際の引き戻しを簡略化した。プライマリモニタの解像度が変更された場合のみ、ウィンドウ位置をリセットする。
